Tip document,Nr. factura,Data factura,Furnizor,Suma factura (lei),Baza TVA (lei),Baza TVA 0 (lei),Valoare TVA (lei)
Factura        ,71801769,31.01.2018 00:00:00,EUROPAPIER ROMANIA SRL,5900.92,4958.76,0,942.16
Factura        ,1171247,01.02.2018 00:00:00,LIFE - IND S.R.L.,190.99,175.22,0,15.77
Factura        ,71801972,02.02.2018 00:00:00,EUROPAPIER ROMANIA SRL,416.47,349.97,0,66.5
Factura        ,71802193,06.02.2018 00:00:00,EUROPAPIER ROMANIA SRL,4790.35,4025.5,0,764.85
Factura        ,7085894,09.02.2018 00:00:00,DACORA PRINT SRL,464.63,390.45,0,74.18
Factura        ,71802452,09.02.2018 00:00:00,EUROPAPIER ROMANIA SRL,167.22,140.52,0,26.7
Factura        ,1952,10.02.2018 00:00:00,PROFI PAPER SRL,2284.8,1920,0,364.8
Factura        ,1171573,13.02.2018 00:00:00,LIFE - IND S.R.L.,312.72,286.9,0,25.82
Factura        ,118110758,13.02.2018 00:00:00,MONS MEDIUS SOLUTIONS S.A.,864.76,726.66,0,138.1
Factura        ,7007405,14.02.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,3427.2,2880,0,547.2
Factura        ,71802671,14.02.2018 00:00:00,EUROPAPIER ROMANIA SRL,1860.02,1563.03,0,296.99
Factura        ,2037,16.02.2018 00:00:00,KOLOS GROUP SRL,482.66,405.6,0,77.06
Factura        ,2069,23.02.2018 00:00:00,KOLOS GROUP SRL,1050.68,882.92,0,167.76
Factura        ,1602,24.02.2018 00:00:00,PIM SERVICE SRL,993.02,834.47,0,158.55
Factura        ,2079,28.02.2018 00:00:00,KOLOS GROUP SRL,643.55,540.8,0,102.75
Factura        ,1607,05.03.2018 00:00:00,PIM SERVICE SRL,999.91,840.26,0,159.65
Factura        ,2104,05.03.2018 00:00:00,KOLOS GROUP SRL,643.55,540.8,0,102.75
Factura        ,7007710,05.03.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,307.5,258.4,0,49.1
Factura        ,7180449,09.03.2018 00:00:00,EUROPAPIER ROMANIA SRL,3552.15,2985,0,567.15
Factura        ,7007889,13.03.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,506.25,425.42,0,80.83
Factura        ,7086872,15.03.2018 00:00:00,DACORA PRINT SRL,1556.33,1307.84,0,248.49
Factura        ,2141,16.03.2018 00:00:00,KOLOS GROUP SRL,643.55,540.8,0,102.75
Factura        ,7008093,22.03.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,843.58,708.89,0,134.69
Factura        ,7087090,22.03.2018 00:00:00,DACORA PRINT SRL,3056.27,2568.27,0,488
Factura        ,2169,23.03.2018 00:00:00,KOLOS GROUP SRL,1694.23,1423.72,0,270.51
Factura        ,2177,23.03.2018 00:00:00,KOLOS GROUP SRL,643.55,540.8,0,102.75
Factura        ,1612,24.03.2018 00:00:00,PIM SERVICE SRL,1007.96,847,0,160.96
Factura        ,7008164,27.03.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,39.94,33.56,0,6.38
Factura        ,71805766,28.03.2018 00:00:00,EUROPAPIER ROMANIA SRL,6146.33,5164.98,0,981.35
Factura        ,2198,29.03.2018 00:00:00,KOLOS GROUP SRL,643.55,540.8,0,102.75
Factura        ,7087278,29.03.2018 00:00:00,DACORA PRINT SRL,2920.65,2454.33,0,466.32
Factura        ,7087315,30.03.2018 00:00:00,DACORA PRINT SRL,592.86,498.2,0,94.66
Factura        ,7008328,04.04.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,241.27,202.75,0,38.52
Factura        ,71806357,04.04.2018 00:00:00,EUROPAPIER ROMANIA SRL,7056.79,5930.06,0,1126.73
Factura        ,1626,11.04.2018 00:00:00,PIM SERVICE SRL,468,393.28,0,74.72
Factura        ,71806604,11.04.2018 00:00:00,EUROPAPIER ROMANIA SRL,3552.15,2985,0,567.15
Factura        ,1029329,18.04.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,349.98,294.1,0,55.88
Factura        ,6232,18.04.2018 00:00:00,PHONUS SRL,750.3,630.5,0,119.8
Factura        ,2032381,19.04.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,220.09,184.95,0,35.14
Factura        ,2271,19.04.2018 00:00:00,KOLOS GROUP SRL,700.46,588.62,0,111.84
Factura        ,6239,19.04.2018 00:00:00,PHONUS SRL,218.96,184,0,34.96
Factura        ,871,24.04.2018 00:00:00,PENIŢA VESELĂ S.R.L.,1730.17,1453.92,0,276.25
Factura        ,7008619,24.04.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,2786.35,2341.47,0,444.88
Factura        ,71807516,24.04.2018 00:00:00,EUROPAPIER ROMANIA SRL,624.48,524.77,0,99.71
Factura        ,6276,26.04.2018 00:00:00,PHONUS SRL,486.71,409,0,77.71
Factura        ,7008678,26.04.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,637.15,535.4,0,101.75
Factura        ,1638,28.04.2018 00:00:00,PIM SERVICE SRL,1349.99,1134.45,0,215.54
Factura        ,1639,02.05.2018 00:00:00,PIM SERVICE SRL,529.94,445.33,0,84.61
Factura        ,7008749,02.05.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,927.26,779.21,0,148.05
Factura        ,1000384813,08.05.2018 00:00:00,ANTALIS SA,912.55,766.85,0,145.7
Factura        ,1000384827,08.05.2018 00:00:00,ANTALIS SA,912.55,766.85,0,145.7
Factura        ,7008882,08.05.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,429.89,361.25,0,68.64
Factura        ,71808677,10.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,1171.86,984.74,0,187.12
Factura        ,71808850,11.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,433.93,364.64,0,69.29
Factura        ,7088543,14.05.2018 00:00:00,DACORA PRINT SRL,1011.4,849.92,0,161.48
Factura        ,1000385570,15.05.2018 00:00:00,ANTALIS SA,2358.53,1981.82,0,376.71
Factura        ,163098,15.05.2018 00:00:00,VERLA SRL,266.93,224.31,0,42.62
Factura        ,7009007,15.05.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,533.47,448.29,0,85.18
Factura        ,71809071,15.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,4198.52,3528.15,0,670.37
Factura        ,6357,16.05.2018 00:00:00,PHONUS SRL,821.1,690,0,131.1
Factura        ,6363,17.05.2018 00:00:00,PHONUS SRL,541.93,455.4,0,86.53
Factura        ,1000386213,22.05.2018 00:00:00,ANTALIS SA,2346.57,1971.9,0,374.67
Factura        ,2382,22.05.2018 00:00:00,KOLOS GROUP SRL,609.09,511.84,0,97.25
Factura        ,7009154,22.05.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,401.38,337.29,0,64.09
Factura        ,71809570,22.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,5336.56,4484.49,0,852.07
Factura        ,7088975,25.05.2018 00:00:00,DACORA PRINT SRL,757.4,636.47,0,120.93
Factura        ,71809996,25.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,2111.01,1773.94,0,337.07
Factura        ,1661,30.05.2018 00:00:00,PIM SERVICE SRL,999.99,840.33,0,159.66
Factura        ,6435,30.05.2018 00:00:00,PHONUS SRL,3855.6,3240,0,615.6
Factura        ,7009315,30.05.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,619.84,520.87,0,98.97
Factura        ,71810367,31.05.2018 00:00:00,EUROPAPIER ROMANIA SRL,614.39,516.29,0,98.1
Factura        ,1000387409,05.06.2018 00:00:00,ANTALIS SA,1955.47,1643.25,0,312.22
Factura        ,2035268,05.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,192.19,161.5,0,30.69
Factura        ,7009393,05.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,314.08,263.93,0,50.15
Factura        ,7089260,06.06.2018 00:00:00,DACORA PRINT SRL,461.57,387.87,0,73.7
Factura        ,7009456,08.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,380.65,319.87,0,60.78
Factura        ,71810848,08.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,2593.2,2179.04,0,414.16
Factura        ,71811134,12.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,4039.31,3394.38,0,644.93
Factura        ,7009529,13.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,186.51,156.73,0,29.78
Factura        ,6532,14.06.2018 00:00:00,PHONUS SRL,699.72,588,0,111.72
Factura        ,1500003484,15.06.2018 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,287.03,241.2,0,45.83
Factura        ,6543,15.06.2018 00:00:00,PHONUS SRL,1207.85,1015,0,192.85
Factura        ,7089588,15.06.2018 00:00:00,DACORA PRINT SRL,1385.36,1164.17,0,221.19
Factura        ,1000388783,19.06.2018 00:00:00,ANTALIS SA,1042.92,876.4,0,166.52
Factura        ,71811622,19.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,5946.3,4996.81,0,949.49
Factura        ,2500,20.06.2018 00:00:00,KOLOS GROUP SRL,190.39,159.99,0,30.4
Factura        ,6555,20.06.2018 00:00:00,PHONUS SRL,2584.68,2172,0,412.68
Factura        ,7009659,20.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,409.05,343.74,0,65.31
Factura        ,2507,21.06.2018 00:00:00,KOLOS GROUP SRL,1533.6,1288.74,0,244.86
Factura        ,7089823,22.06.2018 00:00:00,DACORA PRINT SRL,1551.46,1303.75,0,247.71
Factura        ,71812053,25.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,2257.79,1897.3,0,360.49
Factura        ,7009763,26.06.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,641.49,539.06,0,102.43
Factura        ,7089904,26.06.2018 00:00:00,DACORA PRINT SRL,3057.34,2569.19,0,488.15
Factura        ,71812071,26.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,6416.64,5392.1,0,1024.54
Factura        ,71812467,29.06.2018 00:00:00,EUROPAPIER ROMANIA SRL,363.71,305.64,0,58.07
Factura        ,71812603,02.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,834.26,701.06,0,133.2
Factura        ,71812692,03.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,5384.26,4524.52,0,859.74
Factura        ,2562,05.07.2018 00:00:00,KOLOS GROUP SRL,978.72,822.45,0,156.27
Factura        ,71812944,05.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,249.59,209.74,0,39.85
Factura        ,118113142,10.07.2018 00:00:00,MONS MEDIUS SOLUTIONS S.A.,842.11,707.65,0,134.46
Factura        ,6661,10.07.2018 00:00:00,PHONUS SRL,1307.81,1099,0,208.81
Factura        ,7010022,10.07.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,381.85,320.88,0,60.97
Factura        ,71813174,10.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,3895.35,3273.4,0,621.95
Factura        ,71813248,10.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,813.82,683.88,0,129.94
Factura        ,2582,11.07.2018 00:00:00,KOLOS GROUP SRL,753.53,633.22,0,120.31
Factura        ,71813322,11.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,876.73,736.75,0,139.98
Factura        ,71813474,13.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,560.25,470.65,0,89.6
Factura        ,7010113,16.07.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,723.71,608.16,0,115.55
Factura        ,71813835,19.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,2898.84,2436,0,462.84
Factura        ,71814057,24.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,3807.12,3199.21,0,607.91
Factura        ,7090769,26.07.2018 00:00:00,DACORA LFP SERVICE SRL,758.05,637.02,0,121.03
Factura        ,1000392061,30.07.2018 00:00:00,ANTALIS SA,175.56,147.53,0,28.03
Factura        ,2668,30.07.2018 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,6766,30.07.2018 00:00:00,PHONUS SRL,940.1,790,0,150.1
Factura        ,7010312,30.07.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,457.61,384.55,0,73.06
Factura        ,71814594,31.07.2018 00:00:00,EUROPAPIER ROMANIA SRL,6895.17,5794.16,0,1101.01
Factura        ,7010643,22.08.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,192.19,161.5,0,30.69
Factura        ,71815896,22.08.2018 00:00:00,EUROPAPIER ROMANIA SRL,6307.56,5300.46,0,1007.1
Factura        ,71815980,23.08.2018 00:00:00,EUROPAPIER ROMANIA SRL,2534.7,2130,0,404.7
Factura        ,170065,13.09.2018 00:00:00,VERLA SRL,420.83,353.64,0,67.19
Factura        ,2861,14.09.2018 00:00:00,KOLOS GROUP SRL,592.57,497.96,0,94.61
Factura        ,7011290,14.09.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,482.47,405.44,0,77.03
Factura        ,71817680,17.09.2018 00:00:00,EUROPAPIER ROMANIA SRL,7188.32,6040.57,0,1147.75
Factura        ,7011361,18.09.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,376.28,316.2,0,60.08
Factura        ,1000396243,20.09.2018 00:00:00,ANTALIS SA,1261.57,1060,0,201.57
Factura        ,119674,20.09.2018 00:00:00,LANDER SPORT SRL,916.78,770.4,0,146.38
Factura        ,119704,21.09.2018 00:00:00,LANDER SPORT SRL,229.19,192.6,0,36.59
Factura        ,9691,21.09.2018 00:00:00,PAPER ROLPROD SRL,452.2,380,0,72.2
Factura        ,1000396795,26.09.2018 00:00:00,ANTALIS SA,932.33,783.39,0,148.94
Factura        ,7011564,26.09.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,821.79,690.58,0,131.21
Factura        ,1000397207,01.10.2018 00:00:00,ANTALIS SA,1864.67,1566.78,0,297.89
Factura        ,7011742,03.10.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,255.3,214.54,0,40.76
Factura        ,2940,05.10.2018 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,71819366,08.10.2018 00:00:00,EUROPAPIER ROMANIA SRL,4226.56,3551.72,0,674.84
Factura        ,1000398015,09.10.2018 00:00:00,ANTALIS SA,1065.53,895.3,0,170.23
Factura        ,2950,09.10.2018 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,7011835,09.10.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,244.38,205.36,0,39.02
Factura        ,7011957,15.10.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,837.63,703.89,0,133.74
Factura        ,7093170,16.10.2018 00:00:00,DACORA PRINT SRL,1146.43,963.39,0,183.04
Factura        ,71820065,16.10.2018 00:00:00,EUROPAPIER ROMANIA SRL,1287.26,1081.72,0,205.54
Factura        ,755,16.10.2018 00:00:00,PIM SERVICE SRL,629.96,529.38,0,100.58
Factura        ,5150010465,17.10.2018 00:00:00,LEYKOM IMPORT-EXPORT SRL,594,499.16,0,94.84
Factura        ,1000400280,31.10.2018 00:00:00,ANTALIS SA,1331.9,1119.13,0,212.77
Factura        ,18453,31.10.2018 00:00:00,GREEN INDUSTRIES MANAGEMENT SRL,341.86,287.28,0,54.58
Factura        ,7012306,02.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,241.24,202.72,0,38.52
Factura        ,7012407,08.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,109.24,91.8,0,17.44
Factura        ,1000401621,13.11.2018 00:00:00,ANTALIS SA,1070.51,899.52,0,170.99
Factura        ,7012482,13.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,3182.7,2673.99,0,508.71
Factura        ,7012505,14.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,216.2,181.68,0,34.52
Factura        ,1000402125,16.11.2018 00:00:00,ANTALIS SA,1707.82,1435.01,0,272.81
Factura        ,1000402138,16.11.2018 00:00:00,ANTALIS SA,154.46,129.8,0,24.66
Factura        ,3147,16.11.2018 00:00:00,KOLOS GROUP SRL,313.24,263.23,0,50.01
Factura        ,1000402727,22.11.2018 00:00:00,ANTALIS SA,1732.62,1453.18,0,279.44
Factura        ,3174,22.11.2018 00:00:00,KOLOS GROUP SRL,313.24,263.23,0,50.01
Factura        ,7012695,22.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,376.28,316.2,0,60.08
Factura        ,71823236,22.11.2018 00:00:00,EUROPAPIER ROMANIA SRL,1229.31,1033.03,0,196.28
Factura        ,8113,22.11.2018 00:00:00,TOT PRINT DEVELOPEMENT,315.35,265,0,50.35
Factura        ,1000402956,23.11.2018 00:00:00,ANTALIS SA,543.55,456.75,0,86.8
Factura        ,3186,23.11.2018 00:00:00,KOLOS GROUP SRL,313.24,263.23,0,50.01
Factura        ,405827,26.11.2018 00:00:00,VERLA SRL,1600.42,1344.89,0,255.53
Factura        ,7094507,26.11.2018 00:00:00,DACORA PRINT SRL,1073.12,901.78,0,171.34
Factura        ,118115666,27.11.2018 00:00:00,MONS MEDIUS SOLUTIONS S.A.,882.97,741.16,0,141.81
Factura        ,339,27.11.2018 00:00:00,SAV COM ADVERTISING S.R.L.,440.3,370,0,70.3
Factura        ,7012759,27.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,584.65,491.3,0,93.35
Factura        ,7012764,27.11.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,121.05,101.72,0,19.33
Factura        ,71823662,27.11.2018 00:00:00,EUROPAPIER ROMANIA SRL,6776.02,5694.06,0,1081.96
Factura        ,348,28.11.2018 00:00:00,SAV COM ADVERTISING S.R.L.,1606.5,1350,0,256.5
Factura        ,406098,28.11.2018 00:00:00,VERLA SRL,634.05,532.81,0,101.24
Factura        ,71823784,28.11.2018 00:00:00,EUROPAPIER ROMANIA SRL,2558.5,2150,0,408.5
Factura        ,769,29.11.2018 00:00:00,PIM SERVICE SRL,990.01,831.94,0,158.07
Factura        ,1701,30.11.2018 00:00:00,PIM SERVICE SRL,1424.87,1197.35,0,227.52
Factura        ,406394,03.12.2018 00:00:00,VERLA SRL,2010.89,1689.82,0,321.07
Factura        ,71824194,03.12.2018 00:00:00,EUROPAPIER ROMANIA SRL,4974.2,4180,0,794.2
Factura        ,174520,04.12.2018 00:00:00,VERLA SRL,1777.59,1493.77,0,283.82
Factura        ,71824242,04.12.2018 00:00:00,EUROPAPIER ROMANIA SRL,1395.41,1172.5,0,222.91
Factura        ,1000404427,07.12.2018 00:00:00,ANTALIS SA,1736.46,1459.09,0,277.37
Factura        ,2049972,07.12.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,40.65,34.16,0,6.49
Factura        ,3251,07.12.2018 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,7012938,07.12.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,1002.24,842.22,0,160.02
Factura        ,71824649,07.12.2018 00:00:00,EUROPAPIER ROMANIA SRL,3026.62,2543.32,0,483.3
Factura        ,71824739,10.12.2018 00:00:00,EUROPAPIER ROMANIA SRL,734.44,617,0,117.44
Factura        ,121538,11.12.2018 00:00:00,LANDER SPORT SRL,381.99,321,0,60.99
Factura        ,7094997,11.12.2018 00:00:00,DACORA PRINT SRL,1088.43,914.65,0,173.78
Factura        ,7404,11.12.2018 00:00:00,PHONUS SRL,511.7,430,0,81.7
Factura        ,1000405648,19.12.2018 00:00:00,ANTALIS SA,510.54,429.01,0,81.53
Factura        ,1000405670,19.12.2018 00:00:00,ANTALIS SA,525.48,441.58,0,83.9
Factura        ,3329,19.12.2018 00:00:00,KOLOS GROUP SRL,626.49,526.46,0,100.03
Factura        ,7013186,19.12.2018 00:00:00,LECOM BIROTICA ARDEAL SRL,795.05,668.11,0,126.94
Factura        ,1000405856,21.12.2018 00:00:00,ANTALIS SA,206.29,173.35,0,32.94
Factura        ,775,29.12.2018 00:00:00,PIM SERVICE SRL,729.94,613.39,0,116.55
Factura        ,778,01.01.2019 00:00:00,PIM SERVICE SRL,750,630.25,0,119.75
Factura        ,71900065,07.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,5399.73,4537.26,0,862.47
Factura        ,119110059,08.01.2019 00:00:00,MONS MEDIUS SOLUTIONS S.A.,545.27,458.09,0,87.18
Factura        ,7013274,08.01.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,299.89,252,0,47.89
Factura        ,7095456,08.01.2019 00:00:00,DACORA PRINT SRL,1456.19,1223.69,0,232.5
Factura        ,71900446,10.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,416.46,349.97,0,66.49
Factura        ,7013400,15.01.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,2867.95,2409.81,0,458.14
Factura        ,1000406943,16.01.2019 00:00:00,ANTALIS SA,932.33,783.39,0,148.94
Factura        ,776,17.01.2019 00:00:00,PIM SERVICE SRL,774.89,651.17,0,123.72
Factura        ,7095660,17.01.2019 00:00:00,DACORA PRINT SRL,631.38,530.57,0,100.81
Factura        ,71901189,21.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,999.05,839.52,0,159.53
Factura        ,1000407507,22.01.2019 00:00:00,ANTALIS SA,932.33,783.39,0,148.94
Factura        ,121951,22.01.2019 00:00:00,LANDER SPORT SRL,846.09,711,0,135.09
Factura        ,71901330,22.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,4717.28,3964.1,0,753.18
Factura        ,71801432,23.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,369.06,310.13,0,58.93
Factura        ,71901406,23.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,242.76,204,0,38.76
Factura        ,71901482,23.01.2019 00:00:00,EUROPAPIER ROMANIA SRL,369.06,310.13,0,58.93
Factura        ,780,23.01.2019 00:00:00,PIM SERVICE SRL,2049.9,1722.59,0,327.31
Factura        ,7013630,25.01.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,419.37,352.41,0,66.96
Factura        ,1000407992,29.01.2019 00:00:00,ANTALIS SA,266.38,223.83,0,42.55
Factura        ,1046883,29.01.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,82.43,69.27,0,13.16
Factura        ,3449,29.01.2019 00:00:00,KOLOS GROUP SRL,626.49,526.46,0,100.03
Factura        ,7013698,29.01.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,335.01,281.52,0,53.49
Factura        ,3474,04.02.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,7014309,04.02.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,501.73,421.59,0,80.14
Factura        ,788,09.02.2019 00:00:00,PIM SERVICE SRL,1999.97,1680.65,0,319.32
Factura        ,7013918,11.02.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,1015.91,853.71,0,162.2
Factura        ,17382,13.02.2019 00:00:00,ART MEDIA SRL,385.56,324,0,61.56
Factura        ,71903487,21.02.2019 00:00:00,EUROPAPIER ROMANIA SRL,1089.43,915.43,0,174
Factura        ,1500005540,25.02.2019 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,3659.25,3075,0,584.25
Factura        ,1706,28.02.2019 00:00:00,PIM SERVICE SRL,1299.92,1092.35,0,207.57
Factura        ,3570,28.02.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,7014264,28.02.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,775.94,652.04,0,123.9
Factura        ,17454,01.03.2019 00:00:00,ART MEDIA SRL,228.48,192,0,36.48
Factura        ,7097017,01.03.2019 00:00:00,DACORA PRINT SRL,1092.28,917.88,0,174.4
Factura        ,7819,01.03.2019 00:00:00,PHONUS SRL,857.4,720.5,0,136.9
Factura        ,1000411249,05.03.2019 00:00:00,ANTALIS SA,815.08,684.9,0,130.18
Factura        ,3585,05.03.2019 00:00:00,KOLOS GROUP SRL,626.49,526.46,0,100.03
Factura        ,71904578,07.03.2019 00:00:00,EUROPAPIER ROMANIA SRL,6436.51,5408.82,0,1027.69
Factura        ,7014424,11.03.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,244.28,205.28,0,39
Factura        ,1710,18.03.2019 00:00:00,PIM SERVICE SRL,999.92,840.25,0,159.67
Factura        ,1711,19.03.2019 00:00:00,PIM SERVICE SRL,900,756.3,0,143.7
Factura        ,3649,19.03.2019 00:00:00,KOLOS GROUP SRL,1594.52,1339.92,0,254.6
Factura        ,7014582,19.03.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,3826.78,3215.78,0,611
Factura        ,1500005790,22.03.2019 00:00:00,ROMANIAN PAPER DISTRIBUTION SRL,3174.16,2667.36,0,506.8
Factura        ,7014825,02.04.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,1117.18,938.77,0,178.41
Factura        ,7098052,02.04.2019 00:00:00,DACORA PRINT SRL,2160.19,1815.16,0,345.03
Factura        ,7014899,04.04.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,438.64,368.6,0,70.04
Factura        ,7014974,08.04.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,524.91,441.08,0,83.83
Factura        ,71907099,08.04.2019 00:00:00,EUROPAPIER ROMANIA SRL,3104.47,2608.78,0,495.69
Factura        ,123129,09.04.2019 00:00:00,LANDER SPORT SRL,426.62,358.5,0,68.12
Factura        ,3737,09.04.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,71907235,09.04.2019 00:00:00,EUROPAPIER ROMANIA SRL,796.65,669.45,0,127.2
Factura        ,8033,16.04.2019 00:00:00,PHONUS SRL,1222.13,1027,0,195.13
Factura        ,1723,16.04.2019 00:00:00,PIM SERVICE SRL,1389.94,1167.93,0,222.01
Factura        ,7015157,18.04.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,488.57,410.56,0,78.01
Factura        ,3798,19.04.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,71908108,19.04.2019 00:00:00,EUROPAPIER ROMANIA SRL,436.32,366.65,0,69.67
Factura        ,71908110,19.04.2019 00:00:00,EUROPAPIER ROMANIA SRL,2522.8,2120,0,402.8
Factura        ,3802,22.04.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,3813,25.04.2019 00:00:00,KOLOS GROUP SRL,821.04,689.94,0,131.1
Factura        ,7015275,25.04.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,239.41,201.18,0,38.23
Factura        ,1000416478,03.05.2019 00:00:00,ANTALIS SA,537.88,452,0,85.88
Factura        ,3823,03.05.2019 00:00:00,KOLOS GROUP SRL,939.74,789.7,0,150.04
Factura        ,7015298,03.05.2019 00:00:00,LECOM BIROTICA ARDEAL SRL,787.16,661.46,0,125.7
